video_id,config_num,config
8,10,"[{'ad_id': 4, 'time': 74, 'url': 'https://yilidwrp.tmall.com/p/rd441859.htm'}, {'ad_id': 5, 'time': 248, 'url': 'https://mall.jd.com/index-1000008814.html'}, {'ad_id': 2, 'time': 399, 'url': 'https://pro.jd.com/mall/active/3iASDWo7Xpzq2uSVN7ARAeXzLZME/index.html'}]"
9,1,"[{'ad_id': 0, 'time': 63, 'url': 'https://pro.jd.com/mall/active/tt8sDHUcppeRLQV6pis6et1YqZR/index.html'}, {'ad_id': 7, 'time': 238, 'url': 'http://www.emerail.cn/htm/Article/ArticleDetail/350.html'}, {'ad_id': 3, 'time': 646, 'url': 'https://mall.jd.com/index-1000074823.html'}]"
9,2,"[{'ad_id': 2, 'time': 112, 'url': 'https://pro.jd.com/mall/active/3iASDWo7Xpzq2uSVN7ARAeXzLZME/index.html'}, {'ad_id': 6, 'time': 274, 'url': 'https://pro.jd.com/mall/active/277WPxCkxUmRTyZTHGZ1b1bYgAXU/index.html'}, {'ad_id': 0, 'time': 655, 'url': 'https://pro.jd.com/mall/active/tt8sDHUcppeRLQV6pis6et1YqZR/index.html'}]"
9,3,"[{'ad_id': 1, 'time': 112, 'url': 'https://sale.jd.com/mall/tEzqm8w3fUZK.html'}, {'ad_id': 7, 'time': 327, 'url': 'http://www.emerail.cn/htm/Article/ArticleDetail/350.html'}, {'ad_id': 5, 'time': 565, 'url': 'https://mall.jd.com/index-1000008814.html'}]"
9,4,"[{'ad_id': 7, 'time': 160, 'url': 'http://www.emerail.cn/htm/Article/ArticleDetail/350.html'}, {'ad_id': 3, 'time': 344, 'url': 'https://mall.jd.com/index-1000074823.html'}, {'ad_id': 0, 'time': 565, 'url': 'https://pro.jd.com/mall/active/tt8sDHUcppeRLQV6pis6et1YqZR/index.html'}]"
9,5,"[{'ad_id': 2, 'time': 103, 'url': 'https://pro.jd.com/mall/active/3iASDWo7Xpzq2uSVN7ARAeXzLZME/index.html'}, {'ad_id': 0, 'time': 372, 'url': 'https://pro.jd.com/mall/active/tt8sDHUcppeRLQV6pis6et1YqZR/index.html'}, {'ad_id': 5, 'time': 659, 'url': 'https://mall.jd.com/index-1000008814.html'}]"
9,6,"[{'ad_id': 1, 'time': 144, 'url': 'https://sale.jd.com/mall/tEzqm8w3fUZK.html'}, {'ad_id': 6, 'time': 239, 'url': 'https://pro.jd.com/mall/active/277WPxCkxUmRTyZTHGZ1b1bYgAXU/index.html'}, {'ad_id': 3, 'time': 648, 'url': 'https://mall.jd.com/index-1000074823.html'}]"
9,7,"[{'ad_id': 5, 'time': 129, 'url': 'https://mall.jd.com/index-1000008814.html'}, {'ad_id': 4, 'time': 327, 'url': 'https://yilidwrp.tmall.com/p/rd441859.htm'}, {'ad_id': 3, 'time': 546, 'url': 'https://mall.jd.com/index-1000074823.html'}]"
9,8,"[{'ad_id': 0, 'time': 147, 'url': 'https://pro.jd.com/mall/active/tt8sDHUcppeRLQV6pis6et1YqZR/index.html'}, {'ad_id': 5, 'time': 274, 'url': 'https://mall.jd.com/index-1000008814.html'}, {'ad_id': 6, 'time': 656, 'url': 'https://pro.jd.com/mall/active/277WPxCkxUmRTyZTHGZ1b1bYgAXU/index.html'}]"
9,9,"[{'ad_id': 6, 'time': 112, 'url': 'https://pro.jd.com/mall/active/277WPxCkxUmRTyZTHGZ1b1bYgAXU/index.html'}, {'ad_id': 2, 'time': 351, 'url': 'https://pro.jd.com/mall/active/3iASDWo7Xpzq2uSVN7ARAeXzLZME/index.html'}, {'ad_id': 7, 'time': 656, 'url': 'http://www.emerail.cn/htm/Article/ArticleDetail/350.html'}]"
9,10,"[{'ad_id': 6, 'time': 112, 'url': 'https://pro.jd.com/mall/active/277WPxCkxUmRTyZTHGZ1b1bYgAXU/index.html'}, {'ad_id': 4, 'time': 351, 'url': 'https://yilidwrp.tmall.com/p/rd441859.htm'}, {'ad_id': 3, 'time': 646, 'url': 'https://mall.jd.com/index-1000074823.html'}]"
10,1,"[{'ad_id': 2, 'time': 150, 'url': 'https://pro.jd.com/mall/active/3iASDWo7Xpzq2uSVN7ARAeXzLZME/index.html'}, {'ad_id': 3, 'time': 409, 'url': 'https://mall.jd.com/index-1000074823.html'}, {'ad_id': 4, 'time': 536, 'url': 'https://yilidwrp.tmall.com/p/rd441859.htm'}]"
10,2,"[{'ad_id': 0, 'time': 120, 'url': 'https://pro.jd.com/mall/active/tt8sDHUcppeRLQV6pis6et1YqZR/index.html'}, {'ad_id': 5, 'time': 405, 'url': 'https://mall.jd.com/index-1000008814.html'}, {'ad_id': 6, 'time': 532, 'url': 'https://pro.jd.com/mall/active/277WPxCkxUmRTyZTHGZ1b1bYgAXU/index.html'}]"
10,3,"[{'ad_id': 6, 'time': 206, 'url': 'https://pro.jd.com/mall/active/277WPxCkxUmRTyZTHGZ1b1bYgAXU/index.html'}, {'ad_id': 0, 'time': 441, 'url': 'https://pro.jd.com/mall/active/tt8sDHUcppeRLQV6pis6et1YqZR/index.html'}, {'ad_id': 1, 'time': 655, 'url': 'https://sale.jd.com/mall/tEzqm8w3fUZK.html'}]"
10,4,"[{'ad_id': 6, 'time': 120, 'url': 'https://pro.jd.com/mall/active/277WPxCkxUmRTyZTHGZ1b1bYgAXU/index.html'}, {'ad_id': 3, 'time': 560, 'url': 'https://mall.jd.com/index-1000074823.html'}, {'ad_id': 1, 'time': 658, 'url': 'https://sale.jd.com/mall/tEzqm8w3fUZK.html'}]"
10,5,"[{'ad_id': 7, 'time': 75, 'url': 'http://www.emerail.cn/htm/Article/ArticleDetail/350.html'}, {'ad_id': 5, 'time': 255, 'url': 'https://mall.jd.com/index-1000008814.html'}, {'ad_id': 6, 'time': 602, 'url': 'https://pro.jd.com/mall/active/277WPxCkxUmRTyZTHGZ1b1bYgAXU/index.html'}]"
10,6,"[{'ad_id': 2, 'time': 194, 'url': 'https://pro.jd.com/mall/active/3iASDWo7Xpzq2uSVN7ARAeXzLZME/index.html'}, {'ad_id': 5, 'time': 512, 'url': 'https://mall.jd.com/index-1000008814.html'}, {'ad_id': 0, 'time': 632, 'url': 'https://pro.jd.com/mall/active/tt8sDHUcppeRLQV6pis6et1YqZR/index.html'}]"
10,7,"[{'ad_id': 7, 'time': 189, 'url': 'http://www.emerail.cn/htm/Article/ArticleDetail/350.html'}, {'ad_id': 2, 'time': 445, 'url': 'https://pro.jd.com/mall/active/3iASDWo7Xpzq2uSVN7ARAeXzLZME/index.html'}, {'ad_id': 6, 'time': 572, 'url': 'https://pro.jd.com/mall/active/277WPxCkxUmRTyZTHGZ1b1bYgAXU/index.html'}]"
10,8,"[{'ad_id': 3, 'time': 192, 'url': 'https://mall.jd.com/index-1000074823.html'}, {'ad_id': 2, 'time': 400, 'url': 'https://pro.jd.com/mall/active/3iASDWo7Xpzq2uSVN7ARAeXzLZME/index.html'}, {'ad_id': 7, 'time': 650, 'url': 'http://www.emerail.cn/htm/Article/ArticleDetail/350.html'}]"
10,9,"[{'ad_id': 0, 'time': 123, 'url': 'https://pro.jd.com/mall/active/tt8sDHUcppeRLQV6pis6et1YqZR/index.html'}, {'ad_id': 3, 'time': 452, 'url': 'https://mall.jd.com/index-1000074823.html'}, {'ad_id': 7, 'time': 652, 'url': 'http://www.emerail.cn/htm/Article/ArticleDetail/350.html'}]"
10,10,"[{'ad_id': 4, 'time': 145, 'url': 'https://yilidwrp.tmall.com/p/rd441859.htm'}, {'ad_id': 2, 'time': 274, 'url': 'https://pro.jd.com/mall/active/3iASDWo7Xpzq2uSVN7ARAeXzLZME/index.html'}, {'ad_id': 5, 'time': 657, 'url': 'https://mall.jd.com/index-1000008814.html'}]"
